primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/asset_wealth_model	0.4627402
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/yield_anomalies_lpjml	0.45703357
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/malnutrition_model	0.44931787
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/CHIRPS-GEFS	0.44333968
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/world_population_africa	0.43595076
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/population_model	0.4230902
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/DSSAT	0.41315398
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/consumption_model	0.39483085
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/FSC	0.38446102
primaryConcept	wm/concept/causal_factor/intervention/humanitarian_assistance	MaaS-model	MaaS-Models/CHIRPS	0.3557117
primaryConcept	wm/concept/causal_factor/intervention/provision_of_goods_and_services/education_intervention/child_friendly_learning_spaces	MaaS-model	MaaS-Models/world_population_africa	0.5928198
primaryConcept	wm/concept/causal_factor/intervention/provision_of_goods_and_services/education_intervention/child_friendly_learning_spaces	MaaS-model	MaaS-Models/yield_anomalies_lpjml	0.5762998
primaryConcept	wm/concept/causal_factor/intervention/provision_of_goods_and_services/education_intervention/child_friendly_learning_spaces	MaaS-model	MaaS-Models/asset_wealth_model	0.5731821
primaryConcept	wm/concept/causal_factor/intervention/provision_of_goods_and_services/education_intervention/child_friendly_learning_spaces	MaaS-model	MaaS-Models/DSSAT	0.5393696
primaryConcept	wm/concept/causal_factor/intervention/provision_of_goods_and_services/education_intervention/child_friendly_learning_spaces	MaaS-model	MaaS-Models/consumption_model	0.5267079
primaryConcept	wm/concept/causal_factor/intervention/provision_of_goods_and_services/education_intervention/child_friendly_learning_spaces	MaaS-model	MaaS-Models/CHIRPS-GEFS	0.52234656
