in 2018 , outcomes could be even worse given the persistence of conflict , further deterioration in macroeconomic conditions and the exhaustion of household ’ s coping capacity .	1
since december 2013 , many pastoralists have depleted or lost their livestock assets due to the conflict .	1
vital civilian infrastructure , including health and education facilities , water points , markets , roads and airstrips , has been damaged , destroyed and shut down due to direct attacks , generalized insecurity , economic crises , and lack of resources and staff .	1
stock-outs of essential medicines communicable diseases are a concern throughout the country due to poor sanitation , lack of access to safe water and crowded living conditions .	1
also many people are unable to access their farms due to insecurity .	1
 trade routes to and from wau and raga are expected to remain open , but trade flows will be low and volatile due to ongoing insecurity along these routes .	1
staple food supplies from 60.0 % poor 31.6 % severe bor south and aboko to these counties of concern are being source : fsnms transported by a limited number of traders and the price of goods are extremely high on destination markets due to the risk premium .	1
livestock conditions were generally good due to adequate pasture and water availability .	1
1 http://dataviz.worldbank.org/views/marketsurveys/dashboard - 14 - 2.3 agriculture south sudan ’ s diverse ecology provides a growing season ranging from 280-300 days in the southwestern parts ( known as the greenbelt ) to 130-150 days per annum in the northern states , due to bimodal and unimodal rainfall regimes .	1
south sudan : the 2016 rainfall seasonal analysis september 2016 south sudan seasonal analysis - 2016 highlights • the growing season of 2016 in south sudan started well due to early and favourable rainfall , with earlier than average or timely planting across most of western equatoria , greater bahr-el-ghazal , northern areas and upper nile .	1
ezo camp in western equatoria was formally closed in february 2016 due to insecurity , and humanitarian access to lasu camp in central equatoria has become extremely difficult due to deteriorating security in the area since july 2016 .	1
in northern bahr el ghazal , assessment findings show that farmers produced less in 2016 than in 2015 , with some areas being hard-hit by flooding and dry spells , in addition to the more than one million children under age 5 and some 339,000 pregnant and lactating women are now estimated to be acutely malnourished ,15 with rates continuing to rise due to conflict , displacement , food insecurity , disease , and lack of access to clean water and good sanitation .	1
the primary net enrolment rate is now 43.5 per cent , due to conflict , displacement , lack of trained teachers , inadequate supplies , and disruption of education services fuelled by the economic crisis .	1
onset of season and vegetation status the growing season started earlier than usual in western areas ( western equatoria and greater bahr-el-ghazal ) as well as along the border with sudan and in upper nile state , due to good rains during the earlier stages of the season .	1
south sudan : the 2015 rainfall season october 2015 south sudan seasonal analysis - 2015 highlights • the growing season of 2015 in south sudan started well due to early favourable rainfall , with earlier than average or timely planting across most of western equatoria , greater bahr-el-ghazal , northern areas and upper nile .	1
furthermore , field information indicates a below average first harvest in central equatoria and continuous crop failure ( for second season ) in eastern equatoria due to dry spells and erratic rainfall .	1
in addition , always in former unity state , there is an elevated risk that famine is occurring also in former koch county , but it cannot be confirmed due to limited available evidence , while in former panyijiar county famine has been avoided so far only thanks to adequate humanitarian assistance .	1
below-average crop production estimated in 2016 due to insecurity and displacements harvesting of the 2016 main season crops was completed in january .	1
giews country brief south sudan reference date : 21-february-2017 food security snapshot  famine declared in parts of former unity state  about 5 million people estimated to be severely food insecure until july 2017  crop production declines due to insecurity and displacement of farmers  food prices at exceptionally high levels famine declared in parts of former unity state according to the latest ipc analysis , localized famine conditions are currently reported in former unity state , with a caseload of about 100 000 people in ipc category 5 ( “ catastrophe ” ) in former leer and mayendit counties .	1
in addition , there is an elevated risk that famine is occurring also in former koch county , but it cannot be confirmed due to limited available evidence , while in former panyijiar county famine has been avoided so far only through humanitarian assistance operations .	1
